date,store,item,sales
2018-01-02,5,3,198
2018-01-02,5,4,127
2018-01-02,5,5,38
2018-01-02,5,6,128
2018-01-02,5,7,266
2018-01-02,5,8,150
2018-01-02,5,9,297
2018-01-02,5,10,98
2018-01-02,5,11,262
2018-01-02,5,12,251
2018-01-02,5,13,143
2018-01-02,5,14,111
2018-01-02,5,15,59
2018-01-02,5,16,1
2018-01-02,5,17,253
2018-01-02,5,18,139
2018-01-02,5,19,36
2018-01-02,5,20,159
2018-01-02,5,21,8
2018-01-02,5,22,232
2018-01-02,5,23,98
2018-01-02,5,24,146
2018-01-02,5,25,207
2018-01-02,5,26,130
2018-01-02,5,27,151
2018-01-02,5,28,53
2018-01-02,5,29,119
2018-01-02,5,30,160
2018-01-02,5,31,115
2018-01-02,5,32,74
2018-01-02,5,33,112
2018-01-02,5,34,103
2018-01-02,5,35,253
2018-01-02,5,36,226
2018-01-02,5,37,111
2018-01-02,5,38,98
2018-01-02,5,39,152
2018-01-02,5,40,193
2018-01-02,5,41,162
2018-01-02,5,42,207
2018-01-02,5,43,168
2018-01-02,5,44,160
2018-01-02,5,45,67
2018-01-02,5,46,288
2018-01-02,5,47,276
2018-01-02,5,48,134
2018-01-02,5,49,194
2018-01-02,5,50,127
2018-01-02,6,1,32
2018-01-02,6,2,175
2018-01-02,6,3,21
2018-01-02,6,4,237
2018-01-02,6,5,157
2018-01-02,6,6,37
2018-01-02,6,7,229
2018-01-02,6,8,50
2018-01-02,6,9,263
2018-01-02,6,10,282
2018-01-02,6,11,26
2018-01-02,6,12,225
2018-01-02,6,13,276
2018-01-02,6,14,285
2018-01-02,6,15,96
2018-01-02,6,16,283
2018-01-02,6,17,146
2018-01-02,6,18,3
2018-01-02,6,19,34
2018-01-02,6,20,191
2018-01-02,6,21,48
2018-01-02,6,22,16
2018-01-02,6,23,171
2018-01-02,6,24,219
2018-01-02,6,25,157
2018-01-02,6,26,45
2018-01-02,6,27,5
2018-01-02,6,28,98
2018-01-02,6,29,232
2018-01-02,6,30,36
2018-01-02,6,31,279
2018-01-02,6,32,180
2018-01-02,6,33,94
2018-01-02,6,34,98
2018-01-02,6,35,187
2018-01-02,6,36,115
2018-01-02,6,37,190
2018-01-02,6,38,252
2018-01-02,6,39,160
2018-01-02,6,40,255
2018-01-02,6,41,127
2018-01-02,6,42,17
2018-01-02,6,43,280
2018-01-02,6,44,222
2018-01-02,6,45,53
2018-01-02,6,46,57
2018-01-02,6,47,173
2018-01-02,6,48,279
2018-01-02,6,49,113
2018-01-02,6,50,287
2018-01-02,7,1,150
2018-01-02,7,2,126
2018-01-02,7,3,154
2018-01-02,7,4,272
2018-01-02,7,5,103
2018-01-02,7,6,298
2018-01-02,7,7,245
2018-01-02,7,8,175
2018-01-02,7,9,38
2018-01-02,7,10,169
2018-01-02,7,11,246
2018-01-02,7,12,25
2018-01-02,7,13,12
2018-01-02,7,14,35
2018-01-02,7,15,172
2018-01-02,7,16,19
2018-01-02,7,17,263
2018-01-02,7,18,141
2018-01-02,7,19,142
2018-01-02,7,20,91
2018-01-02,7,21,287
2018-01-02,7,22,214
2018-01-02,7,23,50
2018-01-02,7,24,152
2018-01-02,7,25,185
2018-01-02,7,26,62
2018-01-02,7,27,189
2018-01-02,7,28,124
2018-01-02,7,29,149
2018-01-02,7,30,57
2018-01-02,7,31,179
2018-01-02,7,32,169
2018-01-02,7,33,270
2018-01-02,7,34,53
2018-01-02,7,35,100
2018-01-02,7,36,263
2018-01-02,7,37,52
2018-01-02,7,38,59
2018-01-02,7,39,107
2018-01-02,7,40,4
2018-01-02,7,41,102
2018-01-02,7,42,195
2018-01-02,7,43,261
2018-01-02,7,44,46
2018-01-02,7,45,143
2018-01-02,7,46,268
2018-01-02,7,47,123
2018-01-02,7,48,105
2018-01-02,7,49,157
2018-01-02,7,50,146
2018-01-02,8,1,144
2018-01-02,8,2,119
2018-01-02,8,3,274
2018-01-02,8,4,91
2018-01-02,8,5,57
2018-01-02,8,6,228
2018-01-02,8,7,116
2018-01-02,8,8,278
2018-01-02,8,9,126
2018-01-02,8,10,128
2018-01-02,8,11,57
2018-01-02,8,12,121
2018-01-02,8,13,0
2018-01-02,8,14,238
2018-01-02,8,15,289
2018-01-02,8,16,95
2018-01-02,8,17,125
2018-01-02,8,18,117
2018-01-02,8,19,47
2018-01-02,8,20,88
2018-01-02,8,21,236
2018-01-02,8,22,271
2018-01-02,8,23,188
2018-01-02,8,24,191
2018-01-02,8,25,68
2018-01-02,8,26,277
2018-01-02,8,27,246
2018-01-02,8,28,75
2018-01-02,8,29,153
2018-01-02,8,30,143
2018-01-02,8,31,85
2018-01-02,8,32,184
2018-01-02,8,33,284
2018-01-02,8,34,219
2018-01-02,8,35,68
2018-01-02,8,36,46
2018-01-02,8,37,93
2018-01-02,8,38,237
2018-01-02,8,39,203
2018-01-02,8,40,217
2018-01-02,8,41,38
2018-01-02,8,42,99
2018-01-02,8,43,288
2018-01-02,8,44,253
2018-01-02,8,45,221
2018-01-02,8,46,22
2018-01-02,8,47,249
2018-01-02,8,48,9
2018-01-02,8,49,245
2018-01-02,8,50,99
2018-01-02,9,1,289
2018-01-02,9,2,179
2018-01-02,9,3,222
2018-01-02,9,4,249
2018-01-02,9,5,146
2018-01-02,9,6,95
2018-01-02,9,7,256
2018-01-02,9,8,3
2018-01-02,9,9,15
2018-01-02,9,10,279
2018-01-02,9,11,246
2018-01-02,9,12,257
2018-01-02,9,13,159
2018-01-02,9,14,151
2018-01-02,9,15,177
2018-01-02,9,16,162
2018-01-02,9,17,32
2018-01-02,9,18,178
2018-01-02,9,19,100
2018-01-02,9,20,267
2018-01-02,9,21,64
2018-01-02,9,22,167
2018-01-02,9,23,42
2018-01-02,9,24,43
2018-01-02,9,25,284
2018-01-02,9,26,11
2018-01-02,9,27,94
2018-01-02,9,28,252
2018-01-02,9,29,241
2018-01-02,9,30,34
2018-01-02,9,31,214
2018-01-02,9,32,89
2018-01-02,9,33,263
2018-01-02,9,34,92
2018-01-02,9,35,89
2018-01-02,9,36,114
2018-01-02,9,37,104
2018-01-02,9,38,195
2018-01-02,9,39,113
2018-01-02,9,40,74
2018-01-02,9,41,216
2018-01-02,9,42,276
2018-01-02,9,43,248
2018-01-02,9,44,163
2018-01-02,9,45,191
2018-01-02,9,46,226
2018-01-02,9,47,176
2018-01-02,9,48,98
2018-01-02,9,49,35
2018-01-02,9,50,95
2018-01-02,10,1,151
2018-01-02,10,2,150
2018-01-02,10,3,189
2018-01-02,10,4,223
2018-01-02,10,5,36
2018-01-02,10,6,267
2018-01-02,10,7,182
2018-01-02,10,8,12
2018-01-02,10,9,278
2018-01-02,10,10,216
2018-01-02,10,11,285
2018-01-02,10,12,272
2018-01-02,10,13,61
2018-01-02,10,14,83
2018-01-02,10,15,216
2018-01-02,10,16,186
2018-01-02,10,17,18
2018-01-02,10,18,176
2018-01-02,10,19,99
2018-01-02,10,20,232
2018-01-02,10,21,75
2018-01-02,10,22,264
2018-01-02,10,23,283
2018-01-02,10,24,205
2018-01-02,10,25,222
2018-01-02,10,26,51
2018-01-02,10,27,143
2018-01-02,10,28,68
2018-01-02,10,29,98
2018-01-02,10,30,24
2018-01-02,10,31,52
2018-01-02,10,32,150
2018-01-02,10,33,143
2018-01-02,10,34,56
2018-01-02,10,35,38
2018-01-02,10,36,108
2018-01-02,10,37,180
2018-01-02,10,38,41
2018-01-02,10,39,185
2018-01-02,10,40,222
2018-01-02,10,41,121
2018-01-02,10,42,132
2018-01-02,10,43,162
2018-01-02,10,44,214
2018-01-02,10,45,220
2018-01-02,10,46,234
2018-01-02,10,47,145
2018-01-02,10,48,238
2018-01-02,10,49,75
2018-01-02,10,50,8
2018-01-03,1,1,73
2018-01-03,1,2,252
2018-01-03,1,3,229
2018-01-03,1,4,6
2018-01-03,1,5,173
2018-01-03,1,6,140
2018-01-03,1,7,167
2018-01-03,1,8,169
2018-01-03,1,9,282
2018-01-03,1,10,121
2018-01-03,1,11,193
2018-01-03,1,12,4
2018-01-03,1,13,28
2018-01-03,1,14,164
2018-01-03,1,15,135
2018-01-03,1,16,144
2018-01-03,1,17,216
2018-01-03,1,18,131
2018-01-03,1,19,291
2018-01-03,1,20,69
2018-01-03,1,21,251
2018-01-03,1,22,274
2018-01-03,1,23,181
2018-01-03,1,24,166
2018-01-03,1,25,90
2018-01-03,1,26,201
2018-01-03,1,27,18
2018-01-03,1,28,38
2018-01-03,1,29,125
2018-01-03,1,30,172
2018-01-03,1,31,140
2018-01-03,1,32,241
2018-01-03,1,33,219
2018-01-03,1,34,125
2018-01-03,1,35,57
2018-01-03,1,36,147
2018-01-03,1,37,0
2018-01-03,1,38,189
2018-01-03,1,39,190
2018-01-03,1,40,116
2018-01-03,1,41,133
2018-01-03,1,42,57
2018-01-03,1,43,43
2018-01-03,1,44,172
2018-01-03,1,45,159
2018-01-03,1,46,172
2018-01-03,1,47,148
2018-01-03,1,48,79
2018-01-03,1,49,212
2018-01-03,1,50,202
2018-01-03,2,1,251
2018-01-03,2,2,228
2018-01-03,2,3,163
2018-01-03,2,4,226
2018-01-03,2,5,146
2018-01-03,2,6,19
2018-01-03,2,7,46
2018-01-03,2,8,232
2018-01-03,2,9,13
2018-01-03,2,10,142
2018-01-03,2,11,0
2018-01-03,2,12,53
2018-01-03,2,13,258
2018-01-03,2,14,143
2018-01-03,2,15,11
2018-01-03,2,16,223
2018-01-03,2,17,271
2018-01-03,2,18,155
2018-01-03,2,19,7
2018-01-03,2,20,121
2018-01-03,2,21,163
2018-01-03,2,22,89
2018-01-03,2,23,135
2018-01-03,2,24,185
2018-01-03,2,25,177
2018-01-03,2,26,27
2018-01-03,2,27,219
2018-01-03,2,28,40
2018-01-03,2,29,227
2018-01-03,2,30,191
2018-01-03,2,31,144
2018-01-03,2,32,200
2018-01-03,2,33,211
2018-01-03,2,34,219
2018-01-03,2,35,239
2018-01-03,2,36,45
2018-01-03,2,37,34
2018-01-03,2,38,252
2018-01-03,2,39,81
2018-01-03,2,40,255
2018-01-03,2,41,196
2018-01-03,2,42,9
2018-01-03,2,43,285
2018-01-03,2,44,241
2018-01-03,2,45,250
2018-01-03,2,46,4
2018-01-03,2,47,118
2018-01-03,2,48,288
2018-01-03,2,49,64
2018-01-03,2,50,145
2018-01-03,3,1,223
2018-01-03,3,2,238
2018-01-03,3,3,176
2018-01-03,3,4,266
2018-01-03,3,5,281
2018-01-03,3,6,62
2018-01-03,3,7,216
2018-01-03,3,8,282
2018-01-03,3,9,176
2018-01-03,3,10,97
2018-01-03,3,11,104
2018-01-03,3,12,98
2018-01-03,3,13,5
2018-01-03,3,14,196
2018-01-03,3,15,132
2018-01-03,3,16,258
2018-01-03,3,17,22
2018-01-03,3,18,52
2018-01-03,3,19,164
2018-01-03,3,20,201
2018-01-03,3,21,82
2018-01-03,3,22,144
2018-01-03,3,23,84
2018-01-03,3,24,77
2018-01-03,3,25,0
2018-01-03,3,26,50
2018-01-03,3,27,172
2018-01-03,3,28,204
2018-01-03,3,29,259
2018-01-03,3,30,287
2018-01-03,3,31,33
2018-01-03,3,32,94
2018-01-03,3,33,71
2018-01-03,3,34,38
2018-01-03,3,35,153
2018-01-03,3,36,249
2018-01-03,3,37,161
2018-01-03,3,38,117
2018-01-03,3,39,258
2018-01-03,3,40,267
2018-01-03,3,41,53
2018-01-03,3,42,235
2018-01-03,3,43,221
2018-01-03,3,44,250
2018-01-03,3,45,111
2018-01-03,3,46,254
2018-01-03,3,47,206
2018-01-03,3,48,228
2018-01-03,3,49,65
2018-01-03,3,50,74
2018-01-03,4,1,102
2018-01-03,4,2,191
2018-01-03,4,3,251
2018-01-03,4,4,225
2018-01-03,4,5,293
2018-01-03,4,6,97
2018-01-03,4,7,285
2018-01-03,4,8,248
2018-01-03,4,9,165
2018-01-03,4,10,29
2018-01-03,4,11,246
2018-01-03,4,12,105
2018-01-03,4,13,50
2018-01-03,4,14,80
2018-01-03,4,15,132
2018-01-03,4,16,284
2018-01-03,4,17,137
2018-01-03,4,18,183
2018-01-03,4,19,272
2018-01-03,4,20,68
2018-01-03,4,21,33
2018-01-03,4,22,261
2018-01-03,4,23,52
2018-01-03,4,24,204
2018-01-03,4,25,125
2018-01-03,4,26,234
2018-01-03,4,27,42
2018-01-03,4,28,239
2018-01-03,4,29,110
2018-01-03,4,30,248
2018-01-03,4,31,150
2018-01-03,4,32,182
2018-01-03,4,33,94
2018-01-03,4,34,7
2018-01-03,4,35,183
2018-01-03,4,36,280
2018-01-03,4,37,194
2018-01-03,4,38,194
2018-01-03,4,39,154
2018-01-03,4,40,92
2018-01-03,4,41,159
2018-01-03,4,42,60
2018-01-03,4,43,121
2018-01-03,4,44,50
2018-01-03,4,45,276
2018-01-03,4,46,4
2018-01-03,4,47,91
2018-01-03,4,48,169
2018-01-03,4,49,21
2018-01-03,4,50,0
2018-01-03,5,1,132
2018-01-03,5,2,232
2018-01-03,5,3,11
2018-01-03,5,4,45
2018-01-03,5,5,33
2018-01-03,5,6,77
2018-01-03,5,7,217
2018-01-03,5,8,72
2018-01-03,5,9,281
2018-01-03,5,10,248
2018-01-03,5,11,46
2018-01-03,5,12,120
2018-01-03,5,13,213
2018-01-03,5,14,238
2018-01-03,5,15,55
2018-01-03,5,16,106
2018-01-03,5,17,47
2018-01-03,5,18,60
2018-01-03,5,19,25
2018-01-03,5,20,291
2018-01-03,5,21,256
2018-01-03,5,22,7
2018-01-03,5,23,112
2018-01-03,5,24,252
2018-01-03,5,25,179
2018-01-03,5,26,206
2018-01-03,5,27,126
2018-01-03,5,28,55
2018-01-03,5,29,213
2018-01-03,5,30,13
2018-01-03,5,31,27
2018-01-03,5,32,77
2018-01-03,5,33,215
2018-01-03,5,34,153
2018-01-03,5,35,13
2018-01-03,5,36,186
2018-01-03,5,37,6
2018-01-03,5,38,2
2018-01-03,5,39,110
2018-01-03,5,40,237
2018-01-03,5,41,238
2018-01-03,5,42,273
2018-01-03,5,43,293
2018-01-03,5,44,226
2018-01-03,5,45,14
2018-01-03,5,46,191
2018-01-03,5,47,118
2018-01-03,5,48,27
2018-01-03,5,49,201
2018-01-03,5,50,38
2018-01-03,6,1,272
2018-01-03,6,2,230
2018-01-03,6,3,85
2018-01-03,6,4,125
2018-01-03,6,5,299
2018-01-03,6,6,24
2018-01-03,6,7,144
2018-01-03,6,8,12
2018-01-03,6,9,211
2018-01-03,6,10,24
2018-01-03,6,11,67
2018-01-03,6,12,66
2018-01-03,6,13,232
2018-01-03,6,14,108
2018-01-03,6,15,145
2018-01-03,6,16,110
2018-01-03,6,17,227
2018-01-03,6,18,110
2018-01-03,6,19,33
2018-01-03,6,20,110
2018-01-03,6,21,263
2018-01-03,6,22,235
2018-01-03,6,23,82
2018-01-03,6,24,41
2018-01-03,6,25,100
2018-01-03,6,26,5
2018-01-03,6,27,179
2018-01-03,6,28,281
2018-01-03,6,29,225
2018-01-03,6,30,228
2018-01-03,6,31,288
2018-01-03,6,32,149
2018-01-03,6,33,276
2018-01-03,6,34,197
2018-01-03,6,35,69
2018-01-03,6,36,111
2018-01-03,6,37,3
2018-01-03,6,38,94
2018-01-03,6,39,151
2018-01-03,6,40,136
2018-01-03,6,41,246
2018-01-03,6,42,242
2018-01-03,6,43,30
2018-01-03,6,44,39
2018-01-03,6,45,228
2018-01-03,6,46,35
2018-01-03,6,47,222
2018-01-03,6,48,5
2018-01-03,6,49,219
2018-01-03,6,50,74
2018-01-03,7,1,3
2018-01-03,7,2,133
2018-01-03,7,3,117
2018-01-03,7,4,93
2018-01-03,7,5,61
2018-01-03,7,6,193
2018-01-03,7,7,202
2018-01-03,7,8,25
2018-01-03,7,9,172
2018-01-03,7,10,299
2018-01-03,7,11,132
2018-01-03,7,12,117
2018-01-03,7,13,274
2018-01-03,7,14,211
2018-01-03,7,15,224
2018-01-03,7,16,19
2018-01-03,7,17,112
2018-01-03,7,18,139
2018-01-03,7,19,46
2018-01-03,7,20,0
2018-01-03,7,21,89
2018-01-03,7,22,141
2018-01-03,7,23,37
2018-01-03,7,24,292
2018-01-03,7,25,138
2018-01-03,7,26,258
2018-01-03,7,27,160
2018-01-03,7,28,177
2018-01-03,7,29,9
2018-01-03,7,30,260
2018-01-03,7,31,137
2018-01-03,7,32,171
2018-01-03,7,33,12
2018-01-03,7,34,167
2018-01-03,7,35,129
2018-01-03,7,36,83
2018-01-03,7,37,100
2018-01-03,7,38,272
2018-01-03,7,39,264
2018-01-03,7,40,37
2018-01-03,7,41,93
2018-01-03,7,42,94
2018-01-03,7,43,68
2018-01-03,7,44,235
2018-01-03,7,45,136
2018-01-03,7,46,75
2018-01-03,7,47,34
2018-01-03,7,48,0
2018-01-03,7,49,295
2018-01-03,7,50,59
2018-01-03,8,1,266
2018-01-03,8,2,228
2018-01-03,8,3,269
2018-01-03,8,4,285
2018-01-03,8,5,290
2018-01-03,8,6,212
2018-01-03,8,7,164
2018-01-03,8,8,4
2018-01-03,8,9,77
2018-01-03,8,10,61
2018-01-03,8,11,131
2018-01-03,8,12,88
2018-01-03,8,13,236
2018-01-03,8,14,41
2018-01-03,8,15,88
2018-01-03,8,16,295
2018-01-03,8,17,294
2018-01-03,8,18,103
2018-01-03,8,19,13
2018-01-03,8,20,287
2018-01-03,8,21,178
2018-01-03,8,22,124
2018-01-03,8,23,22
2018-01-03,8,24,62
2018-01-03,8,25,142
2018-01-03,8,26,152
2018-01-03,8,27,144
2018-01-03,8,28,224
2018-01-03,8,29,103
2018-01-03,8,30,103
2018-01-03,8,31,38
2018-01-03,8,32,197
2018-01-03,8,33,133
2018-01-03,8,34,66
2018-01-03,8,35,178
2018-01-03,8,36,41
2018-01-03,8,37,14
2018-01-03,8,38,110
2018-01-03,8,39,156
2018-01-03,8,40,288
2018-01-03,8,41,230
2018-01-03,8,42,156
2018-01-03,8,43,37
2018-01-03,8,44,96
2018-01-03,8,45,288
2018-01-03,8,46,253
2018-01-03,8,47,195
2018-01-03,8,48,85
2018-01-03,8,49,9
2018-01-03,8,50,4
2018-01-03,9,1,122
2018-01-03,9,2,117
2018-01-03,9,3,293
2018-01-03,9,4,158
2018-01-03,9,5,227
2018-01-03,9,6,215
2018-01-03,9,7,183
2018-01-03,9,8,14
2018-01-03,9,9,156
2018-01-03,9,10,135
2018-01-03,9,11,260
2018-01-03,9,12,156
2018-01-03,9,13,46
2018-01-03,9,14,172
2018-01-03,9,15,129
2018-01-03,9,16,94
2018-01-03,9,17,114
2018-01-03,9,18,242
2018-01-03,9,19,291
2018-01-03,9,20,281
2018-01-03,9,21,298
2018-01-03,9,22,282
2018-01-03,9,23,68
2018-01-03,9,24,147
2018-01-03,9,25,10
2018-01-03,9,26,253
2018-01-03,9,27,37
2018-01-03,9,28,133
2018-01-03,9,29,199
2018-01-03,9,30,22
2018-01-03,9,31,217
2018-01-03,9,32,140
2018-01-03,9,33,103
2018-01-03,9,34,209
2018-01-03,9,35,110
2018-01-03,9,36,103
2018-01-03,9,37,170
2018-01-03,9,38,132
2018-01-03,9,39,292
2018-01-03,9,40,126
2018-01-03,9,41,105
2018-01-03,9,42,91
2018-01-03,9,43,286
2018-01-03,9,44,50
2018-01-03,9,45,28
2018-01-03,9,46,295
2018-01-03,9,47,296
2018-01-03,9,48,213
2018-01-03,9,49,266
2018-01-03,9,50,256
2018-01-03,10,1,100
2018-01-03,10,2,109
2018-01-03,10,3,181
2018-01-03,10,4,0
2018-01-03,10,5,54
2018-01-03,10,6,148
2018-01-03,10,7,136
2018-01-03,10,8,201
2018-01-03,10,9,116
2018-01-03,10,10,153
2018-01-03,10,11,290
2018-01-03,10,12,62
2018-01-03,10,13,243
2018-01-03,10,14,24
2018-01-03,10,15,89
2018-01-03,10,16,74
2018-01-03,10,17,293
2018-01-03,10,18,209
2018-01-03,10,19,16
2018-01-03,10,20,127
2018-01-03,10,21,250
2018-01-03,10,22,178
2018-01-03,10,23,181
2018-01-03,10,24,151
2018-01-03,10,25,24
2018-01-03,10,26,179
2018-01-03,10,27,197
2018-01-03,10,28,160
2018-01-03,10,29,176
2018-01-03,10,30,284
2018-01-03,10,31,62
2018-01-03,10,32,149
2018-01-03,10,33,153
2018-01-03,10,34,155
2018-01-03,10,35,48
2018-01-03,10,36,83
2018-01-03,10,37,176
2018-01-03,10,38,147
2018-01-03,10,39,117
2018-01-03,10,40,62
2018-01-03,10,41,188
2018-01-03,10,42,48
2018-01-03,10,43,256
2018-01-03,10,44,223
2018-01-03,10,45,140
2018-01-03,10,46,214
2018-01-03,10,47,210
2018-01-03,10,48,31
2018-01-03,10,49,157
2018-01-03,10,50,284
2018-01-04,1,1,285
2018-01-04,1,2,143
2018-01-04,1,3,18
2018-01-04,1,4,17
2018-01-04,1,5,256
2018-01-04,1,6,77
2018-01-04,1,7,174
2018-01-04,1,8,193
2018-01-04,1,9,112
2018-01-04,1,10,113
2018-01-04,1,11,221
2018-01-04,1,12,165
2018-01-04,1,13,131
2018-01-04,1,14,263
2018-01-04,1,15,54
2018-01-04,1,16,130
2018-01-04,1,17,287
2018-01-04,1,18,265
2018-01-04,1,19,161
2018-01-04,1,20,86
2018-01-04,1,21,54
2018-01-04,1,22,287
2018-01-04,1,23,177
2018-01-04,1,24,7
2018-01-04,1,25,246
2018-01-04,1,26,254
2018-01-04,1,27,53
2018-01-04,1,28,248
2018-01-04,1,29,238
2018-01-04,1,30,228
2018-01-04,1,31,66
2018-01-04,1,32,50
2018-01-04,1,33,96
2018-01-04,1,34,91
2018-01-04,1,35,263
2018-01-04,1,36,290
2018-01-04,1,37,95
2018-01-04,1,38,87
2018-01-04,1,39,77
2018-01-04,1,40,287
2018-01-04,1,41,119
2018-01-04,1,42,164
2018-01-04,1,43,181
2018-01-04,1,44,222
2018-01-04,1,45,6
2018-01-04,1,46,262
2018-01-04,1,47,160
2018-01-04,1,48,150
2018-01-04,1,49,84
2018-01-04,1,50,146
2018-01-04,2,1,111
2018-01-04,2,2,35
2018-01-04,2,3,284
2018-01-04,2,4,187
2018-01-04,2,5,81
2018-01-04,2,6,1
2018-01-04,2,7,196
2018-01-04,2,8,10
2018-01-04,2,9,233
2018-01-04,2,10,194
2018-01-04,2,11,118
2018-01-04,2,12,19
2018-01-04,2,13,260
2018-01-04,2,14,292
2018-01-04,2,15,255
2018-01-04,2,16,221
2018-01-04,2,17,225
2018-01-04,2,18,52
2018-01-04,2,19,279
2018-01-04,2,20,80
2018-01-04,2,21,201
2018-01-04,2,22,157
2018-01-04,2,23,119
2018-01-04,2,24,58
2018-01-04,2,25,214
